EntrezGeneID,control.1,control.2,control.3,control.4,control.5,case.1,case.2,case.3,case.4,case.5
1406,3.062417,2.734011,3.168713,3.072943,2.962919,2.948198,2.886278,2.93565,3.099475,3.030382
140609,8.24834,8.6021,9.210446,9.202796,8.72777,8.986835,8.942947,8.473469,7.883282,8.394477
140678,2.910457,2.855411,2.922806,2.557029,2.867321,2.831973,2.736122,2.854037,2.845009,2.690108
1407,7.356179,7.033024,5.871912,5.940988,6.14659,7.090856,6.41891,6.700169,6.026821,6.330138
140710,4.692595,4.1361475,4.2521705,4.356175,4.061218,5.34958,4.5197195,4.817628,4.783869,3.540116
1408,4.891828,5.171609,5.284054,4.906121,4.750189,4.655923,4.994889,5.134714,4.966944,5.023856
140801,4.207049,4.158692,4.364282,3.96444,3.985233,4.388281,3.534259,4.861944,4.813586,4.511548
140803,2.883902,3.260844,3.177251,2.936318,2.9225,2.977445,2.927676,2.883352,2.797212,3.068686
140883,3.611496,3.272871,3.240627,3.399295,3.852211,3.248484,3.230286,3.976674,3.742032,3.514706
140885,3.771544667,3.626948333,3.920581333,3.915271,4.329251333,3.718486333,3.353839333,3.448094667,4.224688,4.143931
140890,7.089351,7.213823,7.379424,7.280247,7.623818,7.798299,7.028797,7.154466,6.658508,7.219938
1409,2.904269,2.948255,3.156013,3.193255,2.931942,3.117132,3.045489,3.143203,3.094987,3.184331
141,3.339958,3.342613,3.31759,2.869367,3.422375,2.994753,3.357585,3.427031,2.863101,3.395771
1410,5.313347,7.129451,7.022332,6.538347,7.19536,9.931874,4.902168,8.285335,9.293811,6.752726
1411,3.246333,2.948774,3.223981,2.870346,3.033486,2.915939,2.908961,3.08043,2.946061,3.19296
1412,2.909675,2.832218,2.927268,2.774349,3.056695,2.918673,2.850046,2.893114,3.12903,3.154536
1413,3.12421,2.889338,3.160461,2.931102,3.040607,2.822606,2.887663,2.879588,3.039532,2.797393
1414,3.269073,3.366847,3.605663,3.140845,3.454314,3.34533,3.225741,3.566472,3.384521,3.245932
1415,3.2269635,3.8182925,3.2974495,3.3567835,3.340772,3.19614,3.2961925,3.691458,3.4114205,3.796672
1416,3.3829875,3.9312355,3.1961685,3.161263,3.239145,3.143214,3.205143,3.627231,3.2688635,3.937566
1417,3.156424,3.55315,3.590307,3.390504,3.372499,3.240652,3.165412,3.587202,3.195283,3.718824
1418,2.970953,3.001651,3.055032,3.261793,3.337623,3.058335,3.345269,3.163475,3.255378,3.365117
1419,3.554172,3.418373,3.706946,3.250755,3.21739,3.280528,3.310428,3.817811,3.537498,3.391681
142,8.186693,7.371541,7.069033,6.627884,7.951401,6.20098,7.80015,7.145834,6.816223,7.749842
1420,3.125634,2.990548,2.998043,3.380319,3.521833,3.12799,2.930403,3.211856,3.771671,2.97538
1421,3.425961,3.372444,3.957526,3.629802,3.905716,3.464871,3.330003,4.082351,3.398846,3.091492
142684,3.14414,2.884352,3.171629,2.888259,3.0997,2.93634,3.246344,3.004264,3.049066,2.85362
142689,2.906147,3.0008975,2.803466,3.020133,3.079021,2.9103255,2.87456,3.167087,2.930748,3.210919
1428,4.899983,4.687588,3.703753,3.765962,3.973154,3.558694,4.236511,4.816199,3.806694,4.250926
1429,7.097168,8.190625,6.912548,7.443653,8.143383,8.310205,8.499386,8.33279,7.444718,7.763897
143,7.422449,7.614948,7.785286,8.053997,8.458443,8.270098,7.983133,7.759429,8.494684,8.719998
1431,9.583755,9.436711,9.335731,8.761457,9.493705,9.323746,9.207988,9.401497,8.901218,8.825542
1432,4.60024325,4.6816435,4.63274525,4.78259375,4.59006475,4.830109,4.6540695,4.68028025,4.74787825,5.6909925
1434,7.29337725,7.88042475,6.625475,8.0512815,7.7223975,7.967846,8.1575655,8.2119315,7.64953125,7.8052785
1435,3.88203675,4.104372,4.34917025,4.2193215,4.37474425,3.9234065,3.99707025,4.34606575,4.21456575,4.707331
1436,4.443324,5.650409,6.500705,5.72734,7.031284,5.378702,4.341512,5.46334,6.234759,5.820555
1437,3.0373095,3.101361,2.982759,3.0569565,3.2417185,3.078318,3.1723675,3.186842,3.1429425,3.1153015
1438,2.99609575,2.91935175,3.28363275,3.198356,3.30789225,3.032132,3.12231825,3.29520325,3.3193915,3.29883
1439,3.923176,4.388791,4.211123,5.220751,5.739724,4.793248,3.783923,4.202774,4.268209,4.70969
1440,3.408924,3.032295,3.174417,3.126536,3.086781,3.138275,2.978285,3.432139,3.35491,3.009208
1441,3.582937,3.681465,3.940873,3.714822,4.22858,3.593903,3.617815,3.788326,3.747632,5.191598
144195,4.0216685,4.55196,4.2021785,6.099348,4.486563,4.3270035,4.216868,4.6725415,4.4082855,4.596392
1442,3.035685,3.093302875,3.163285125,3.1226655,3.136266375,3.032473625,3.12680125,3.414204875,3.253431625,3.082440375
1443,3.0291206,3.0683086,3.1187564,3.0317584,3.0445372,2.989175,2.9489648,3.354249,3.2002134,3.0270458
1444,3.0865935,3.021795667,3.102704,3.017674,3.034710667,2.990607333,3.009053083,3.310777333,3.225613833,3.014600667
144404,4.29932,3.927392,4.485243,3.803036,3.455442,4.85175,4.891382,5.56194,3.705119,4.008609
1445,6.257185,6.677038,7.401908,7.30414,7.571135,6.473546,6.281088,6.693965,7.934398,6.861725
1446,3.032673,2.889676,3.107727,3.33893,3.275809,3.134493,3.07026,2.7931,3.214321,3.264648
144699,7.434164,6.562691,5.648226,7.442368,7.412128,5.991598,6.208057,6.730406,7.077544,6.681481
1447,2.987748,2.79829,2.763606,2.89627,2.998912,2.889376,2.74137,2.829374,2.695783,2.690003
1448,2.699469,2.845661,2.754001,2.767276,3.0094,2.970609,3.07369,3.052412,2.93099,2.858672
144983,11.78058,11.52978,11.71564,11.49372,11.65382,11.71918,11.65596,11.39731,11.49526,11.11333
1452,6.732952571,7.141963571,7.309534286,6.815588,6.913448286,7.437994,6.997981571,6.993998,7.417644,7.260668714
1453,6.372734667,5.644325667,6.267351,5.902694667,5.892861,6.323229333,6.62826,5.818172,5.972817667,6.474021667
145389,5.185569,3.739484,5.003392,5.012796,3.802234,4.430882,4.147,3.52654,4.615021,6.033203
1454,5.429363,5.7178045,5.5253405,5.6012045,5.550839,5.25478,5.365582,6.1613685,5.799243,4.705947
1455,6.398037,5.9862995,6.1247465,6.4582395,6.385987,6.458103,5.865437,6.2332825,6.4621045,5.83805
1456,5.461629,6.584231,5.818648,5.081965,6.303279,6.28015,5.248878,6.272808,6.41953,6.756274
145678,3.063088,2.976077,3.402419,2.986734,3.152846,2.931868,2.892936,3.565241,3.133578,2.830849
1457,6.875252,6.507445,6.5382305,6.6852155,6.783998,6.409779,6.618519,6.35144225,6.508328,7.4214495
145781,5.225479,5.828504667,5.729638667,5.347329,5.138012333,5.366432667,5.214755,5.418010333,5.551045333,5.816614667
1459,6.147208,6.151881,5.683579,6.419909,6.138059,6.803246,5.435953,5.800479,6.780847,5.934744
146,2.9802435,2.9497365,3.0203045,3.018153,3.0093795,2.85231,2.8828945,3.1442795,3.003642,3.0168175
1460,9.293495,9.5454,10.013059,9.171347,10.015747,9.540288,9.608592,9.793016,9.848981,11.004187
146057,3.619338,4.155458,3.24895,3.576662,3.409284,4.464125,3.341927,3.269606,4.092414,2.573917
1462,7.1236318,7.3621084,3.5146414,8.5528966,4.7675408,8.517554,6.8922106,7.540141,5.6537502,4.893068
146227,2.991243,2.917598,2.893855,3.291911,2.752562,2.912086,3.019982,2.900583,2.96518,2.904567
1463,3.190835,3.249989,3.309809,3.402758,3.485402,3.31334,3.290491,3.260622,3.181379,3.368519
1464,3.283408,3.4604205,3.3213125,3.4572025,3.269688,3.735585,3.401851,3.5132755,3.2215955,3.4827805
1465,8.888221,9.458226,10.814205,8.998241,9.410231,9.84956,9.719464,8.734657,9.549474,10.170223
146542,3.88496,4.0345655,4.5308215,3.9759235,3.836072,4.1398385,4.2126585,3.5177535,3.742959,3.821542
146562,2.992746,2.933091,2.901503,3.054724,3.121586,3.055375,2.83408,3.121552,3.148298,3.117184
1466,8.8149255,8.996366,5.669576,6.8705465,4.6305475,7.7629735,7.760957,5.9921715,5.2508315,5.915291
146691,3.165208,3.358959,3.44659,3.378627,3.448816,3.265015,3.339909,3.378748,3.336008,3.581254
146712,3.774223,3.254425,3.911033,3.648453,3.674434,3.730897,4.511125,3.775096,3.8749065,4.2414995
146754,3.471841,2.923542,3.19816,3.293578,3.733529,3.285002,3.363871,3.61854,3.37933,3.247202
1468,3.857671,3.7481,4.058025,4.294523,4.001464,3.943437,4.153598,3.922308,3.923469,4.936336
1469,3.50153,3.908699,2.919889,4.520039,3.321414,3.114393,3.0724,3.507232,3.425969,3.097456
146909,7.367624,5.019476,6.312827,5.440036,6.301728,4.854263,7.031232,5.127144,4.881589,5.88237
147,3.445387,3.217477,3.300331,3.118923,3.511904,3.356494,3.48218,3.661029,3.515098,3.22928
1470,3.412069,3.479395,2.97448,3.59253,3.691379,3.086626,3.279978,3.428069,3.400877,3.190968
1471,8.461979,9.007928,8.769048,8.964861,9.696668,8.744891,8.902073,8.781583,9.293099,9.192663
147172,2.97226,3.063012,3.080785,3.198098,3.176386,2.885025,3.363871,3.58344,3.308788,3.013938
147179,6.508379,5.636370667,6.591822333,6.595269333,7.203127,5.704161333,6.899729333,6.1015,6.505442667,5.756916333
1472,4.266843,4.000408,3.954963,4.698297,4.188442,3.704757,3.933266,3.823069,4.087826,3.87221
1473,2.710261,2.851728,2.908346,3.152138,2.946756,2.920705,2.966322,2.838169,2.777369,3.050548
147339,3.899229,3.5625615,3.735212,4.2853975,4.242859,3.7226995,3.2537975,4.1839955,3.625965,4.241465
1474,3.721956,3.493388,3.864943,2.841412,3.773294,5.497069,3.946077,5.1293,4.853304,4.627816
1475,4.857413,8.977209,5.603637,9.171062,8.740934,4.962753,4.435999,6.268486,5.921979,8.437739
1476,10.608348,10.516059,11.586578,10.643853,11.285611,9.507558,10.838075,11.489294,11.256238,10.748401
147657,3.052014,2.930888,2.884467,3.058811,2.926829,2.990647,2.959604,2.980425,2.966997,2.650743
1477,5.1926785,5.710577,4.964792,5.7255915,5.6247515,5.460154,5.3260715,6.3202645,5.131647,5.861604
1478,5.624476,4.975566,5.894534,4.979388,5.748918,5.168231,5.243208,5.815322,5.828367,6.40524
147841,3.169608,2.820317,3.393822,3.04961,2.999595,3.081667,3.11748,3.878875,3.273489,3.131121
1479,7.004347,6.474502,7.363352,6.877927,6.714324,6.567287,6.886874,6.021803,6.668006,7.469549
147912,2.516898,2.800812,2.856222,2.834668,2.810112,2.7397,3.029399,2.850265,2.812761,2.78097
148,2.890458,2.87288575,2.85708675,2.77806925,2.93622625,2.86817275,2.9247105,2.84809925,2.820267,2.8020765
148022,4.732568,4.825613,4.859126,5.739263,5.355688,5.153356,4.379953,5.258131,5.217333,4.921143
148066,3.139452,3.255671,3.115407,3.380809,3.346155,3.091193,3.38076,3.224894,3.268555,2.862608
1482,3.50176,3.405757,3.574624,3.883123,4.165138,3.800037,3.509472,4.29011,3.888909,3.782843
148229,2.687511,2.666912,2.810433,2.876971,2.713946,2.612044,2.589371,2.991258,3.098322,2.698987
1485,3.011267333,5.744253333,3.121175,3.053574333,8.796635667,2.961599,3.06606,3.199235,3.063185667,2.945289333
1486,5.2288445,5.3021815,6.440255,5.4541005,5.806269,5.1585295,6.1325805,4.5897785,5.1619835,6.0752665
1487,8.088931667,8.149300667,8.835918333,8.217893333,8.397030333,8.070211,8.213267667,8.106757667,8.852778,8.228006
148753,2.997329,2.881155,2.981676,2.848265,3.12461,2.965555,3.2027,3.104846,2.803534,3.012542
1488,8.594205833,8.387271833,7.623307667,8.244566667,8.602008,7.988103,9.248029,8.1900965,8.7142405,8.460342667
1489,3.640094,3.565456,3.867444,3.316429,3.483586,3.72002,3.364704,3.357818,3.821562,3.185093
1490,8.500795,9.780794,4.013832,9.663777,5.303554,9.864307,9.220809,9.65897,8.314644,6.424595
149013,9.338754,9.347294,9.52716525,8.74926125,8.77413575,9.2331255,9.80804675,9.404651,9.094113,8.16886025
149041,3.93432,3.221989,3.064895,3.639241,3.162625,3.239588,4.115892,3.23108,3.235924,2.65876
149076,3.193119,2.866871,3.223572,2.881268,3.110416,3.209255,3.061276,2.925177,3.378967,2.853458
1491,3.885622,3.3232105,3.169024,4.2145015,3.4855345,3.4533085,3.1791595,3.8345665,3.4138675,5.494549
149111,3.591818,3.630796,3.514967,3.471577,3.510102,3.53323,3.342261,3.079991,3.844269,3.24992
1493,2.957161,3.26031,3.453355,3.006562,3.019633,2.831865,2.864912,3.124838,2.85595,3.134974
1495,7.57148775,7.6208545,7.98333725,7.6590925,7.8509985,7.7488725,7.858464,7.84413975,7.8061045,7.5871915
1496,3.453652,3.117082,2.976901,5.272939,3.638365,3.120021,3.218255,3.594712,3.137736,3.591694
149603,8.673345,7.589593,7.670343,7.68964,7.867451,7.86132,7.834472,7.862344,7.480598,7.868545
149628,3.308342,3.276942,3.403067,3.10464,3.474371,3.177724,3.407915,3.286019,2.995993,3.041789
1497,3.788873,3.953359667,3.966294667,4.222175,4.043502667,4.176168667,3.970925667,4.697593667,4.002433333,3.813087333
1499,10.378921,9.829534,8.395602,9.478955,8.967256,9.385845,9.243318,8.998759,9.549716,10.203066
149986,5.233728,4.489522,4.054812,4.612441,4.211053,4.806945,4.590578,4.755895,3.92371,3.873448
15,2.884403,2.873278,2.832758,2.689199,2.49814,2.748317,2.774504,2.728346,2.680094,2.90401
150,3.568962,4.142787,2.76731,3.290593,2.932465,4.189856,3.090593,3.7354,3.477927,4.824864
1500,7.036030667,7.568946667,7.793329667,7.841204667,8.197528,7.698931333,7.524390667,7.657783333,8.115088333,7.197741
150094,5.506423,5.84541,3.410021,6.21279,4.081129,5.119041,6.088903,6.40204,5.098835,3.899993
1501,3.232525,3.1517925,3.0859645,3.0526365,3.42862,3.527643,3.2545545,3.4499725,3.176863,2.895517
150160,2.927752,2.995081,3.021745,3.22971,3.125857,3.151922,3.01348,3.259922,3.314754,3.13745
150244,4.030496,3.391193,3.103364,3.384259,3.664722,3.035821,3.190835,3.252308,3.415988,4.1887
1503,6.300374,6.902863,5.383744,5.802116,6.652066,6.235716,7.146828,6.575524,4.819313,6.65704
1504,3.235466,3.261687,3.239684,3.401932,3.856807,3.28281,3.504976,3.698018,3.615481,3.327432
150472,7.63037,7.136796,6.310646,5.482525,5.259188,6.457792,6.439561,6.50451,5.900102,6.622389
1506,3.01078,2.893203,3.082758,2.925759,2.953581,3.027138,3.026084,3.000619,2.858937,2.916956
150726,3.660799,3.750072,4.007082,3.3975875,3.7803755,3.610218,3.438826,4.817674,4.019726,3.791265
150759,4.424681,3.637781,5.491757,3.308424,3.816143,3.686221,6.752122,3.676449,4.576065,2.983881
150776,6.792543,5.6377,6.404689,5.884665,5.708402,5.490841,5.998796,5.567113,4.63091,5.864616
150786,8.359052,9.509729,9.509376,8.996019,9.129764,8.937242,8.73609,9.390449,9.457516,9.379914
1508,10.07590875,9.25526675,10.6830595,9.62446125,10.13369725,9.6714685,10.20935975,10.45768075,9.712054,9.97406375
1509,6.562859,6.785539,7.020863,6.869818,7.559187,7.826425,7.129295,7.879065,7.166488,7.19626
150967,3.17382,4.02191,3.682884,3.370023,3.641131,3.954862,3.173925,3.714162,3.109702,3.115675
151,3.119308,2.960857,3.128201,3.401265,3.092466,3.238605,2.888672,3.244423,3.133264,3.478013
1510,2.820224,3.463867,3.292695,3.428948,4.037337,3.222015,2.865996,3.799378,3.436146,3.137353
151011,6.299898,6.8433775,5.7776575,5.9101795,5.635711,6.516367,6.2954505,6.345117,5.8720115,7.248408
151050,3.875237,3.491183,3.022022,2.923556,3.316706,3.106423,3.021207,3.429407,2.77837,2.874722
1511,3.476606,3.891613,3.109185,3.0525,3.217086,3.029708,3.199878,3.195355,3.354656,3.295328
1512,9.068284,8.714986,9.622415,8.414386,8.522816,7.987832,7.372428,8.706939,9.239289,8.0381
151230,5.3625795,4.9039235,5.255115,4.647029,4.4826665,4.265057,5.1051805,4.8360335,4.4342315,4.894001
151295,4.318084,3.953077,3.506052,4.649614,4.331857,4.105877,3.486565,4.667354,4.191051,4.908762
1513,8.039526,8.330106,5.467779,8.729095,5.936715,10.448469,8.328138,7.450582,6.855271,7.120658
151313,3.946935,3.130718,3.285506,3.121457,3.516477,3.409251,3.607151,3.444285,3.539639,3.32484
1514,7.828882,8.380794,7.943846,8.460717,8.061228,8.286056,7.806958,8.300039,7.824584,8.918055
1515,5.627035,5.619893,4.157667,7.133997,3.669987,7.354114,5.440681,4.813509,4.042255,4.998627
1519,6.215381,6.811233,7.142305,6.63958,6.29955,7.219282,7.711105,6.666103,7.471433,6.322085
151987,3.605022,3.108075,3.038301,2.986537,3.116048,2.895344,3.047408,3.397036,3.711184,2.751422
152,6.484282,5.073885,7.369003,4.77472,5.179634,4.500271,6.039277,4.927412,4.914447,5.011718
1520,5.155753,5.7617395,6.67171,6.705403,7.660506,5.443389,5.7435875,5.222556,6.220491,6.557111
152006,7.189933,7.327464,6.708631,6.810448,6.00258,4.874535,6.529316,5.500302,5.665905,6.347619
152015,3.024899,3.019769,3.165123,2.887814,3.051678,2.907703,3.032657,3.034397,3.274077,3.355138
1521,3.210854,3.352547,3.524805,3.620069,3.821821,3.88149,3.699517,3.606521,4.615141,3.485624
152185,2.777853,2.589013,2.682598,2.77002,2.576712,2.776346,2.699644,2.605735,2.556008,2.689395
1522,5.398637,5.605411,5.2148615,5.5843605,5.4739845,5.85307,5.200761,6.092192,5.2425605,5.822071
1523,7.299662,6.3652775,7.1702135,7.350329,6.950487,7.5363525,7.0931085,6.8662505,7.3050885,5.9266285
1524,5.193403,6.629174,6.655254,4.682436,6.500996,5.928271,5.0432,6.352124,7.686597,5.714158
1525,10.148378,9.629772,9.607217,9.129016,9.362621,8.989414,9.425812,10.439007,8.284015,9.601741
152559,4.711737,4.03189,4.88201,4.930944,4.940505,4.779756,4.515994,4.384411,5.011438,6.015198
1527,2.898605,2.837535,2.979689,2.777242,2.851625,2.838105,3.05269,3.077435,2.967019,2.844139
1528,7.314623,6.8718315,6.0271705,6.522177,5.99066025,6.49191425,6.4825615,5.67870025,6.47053825,6.77250625
152992,2.80532,2.885182,2.95017,3.062043,3.048736,2.676064,2.93159,2.754749,3.143523,3.078019
153,2.677311,2.641723,2.692149,2.596686,2.862974,2.614608,2.603613,3.198177,2.772161,2.559877
1534,6.9444634,6.4794074,7.3009336,7.0381274,7.009088,7.0699318,6.7830412,6.2523924,7.3510232,6.539552
1535,8.336382,9.163403,9.105715,10.31536,10.567172,9.522155,9.130783,8.675413,9.143341,10.615857
1536,3.806612,4.188906,4.733114,4.648704667,5.565602333,4.335064333,3.612023333,4.150860667,4.819819333,5.237509
1537,8.085466,8.867313,9.196743,9.139409,8.625509,8.569014,8.835859,9.341079,9.315082,9.120332
1538,3.277828333,3.136432333,3.444086333,3.205231333,3.365396333,3.166555,3.274728,3.519468667,3.465011667,3.195341333
1539,2.748488,2.616004,2.804505,2.721332,2.674981,2.808394,2.847785,2.763775,2.7733,2.651955
154,3.301138,3.298419,3.62225,3.428699,4.010353,3.127866,3.154082,3.139784,3.441144,3.717476
1540,3.837007714,3.869764143,3.947270143,4.179409429,4.001286429,4.062156,3.871906286,3.748288,3.964857143,4.024999429
1543,2.955308,3.151175,3.282099,3.159061,3.298842,3.114698,3.184569,3.239701,2.855209,3.066614
1544,3.732788,3.484846,3.826247,3.506627,3.6847905,3.5383625,3.8871905,3.42826,3.8595605,3.300957
1545,5.8192605,5.099356,5.8427065,5.802515,6.5621795,4.0434135,7.72428975,5.6262705,4.425542,4.4388725
154661,2.848305,4.498173,2.841651,3.134972,2.885134,2.959166,3.087538,2.901088,3.137673,2.818659
154796,3.212775,3.030997,2.952142,2.716795,2.992686,3.261925,2.793077,2.663363,3.382102,2.620355
1548,3.612762,3.303468,3.5215295,3.38431825,3.60086575,3.4061795,3.6092785,3.54084525,3.520888,3.36577825
154881,5.994652,5.5875125,5.691769,5.3234775,5.4564305,6.1598255,6.026205,6.075869,6.1025455,5.3702
1549,3.621593,3.287955,4.056492,3.633156,3.932256,3.593801,3.457146,3.669652,3.623993,3.327708
155,3.547661,3.580997,3.4580145,3.370936,3.608804,3.5327825,3.438779,3.3176315,3.557973,3.353836
1550,3.1959915,3.08577,3.144608,2.9440585,3.014352,2.9018535,3.267021,3.0816125,3.158639,3.1009505
155060,4.311309,3.776816,4.581425,4.194443,3.679925,5.151338,5.447762,4.586788,4.354979,3.672508
155066,7.435014,6.860994,7.435182,7.247193,5.778271,7.4929,6.730165,7.086238,7.719365,7.034547
1551,3.073183,3.299581,3.558356,3.487262,3.46799,3.243683,3.48062,3.407667,3.472749,3.478652
1553,3.823222,3.519816,3.83938,4.132359,3.833996,3.828287,3.948031,3.439701,4.480629,3.673678
155400,7.100863,6.31665475,7.97072725,6.17960875,7.373231,7.7978295,8.303044,7.927027,8.45684,7.53313875
1555,2.990317667,3.237664333,3.101655,3.023563667,3.195287,2.941207667,3.090614,3.156974667,2.964137333,2.921004667
1556,3.479689,3.6199205,3.316916,3.298618,3.6089035,3.3113835,3.5115225,3.2373255,3.2636585,3.4606435
1557,2.825228,3.161441,2.88913,2.966167,3.176007,2.792896,2.922326,2.960198,3.026222,2.859662
1558,2.841029,2.691936,2.916412,2.9846145,3.044481,3.0011795,2.9061975,3.0720405,2.829802,2.781007
1559,3.180235714,3.123698857,3.133034714,3.333824571,3.194047429,3.063829429,3.100556,3.271844857,3.189232857,3.048006429
156,3.843511667,3.712221,4.268495,3.924754,4.091541667,3.833682,3.868123667,4.132929,4.097145333,4.041946
1562,2.7398935,2.675395,3.019798,2.8592095,2.771349,2.9172385,2.945524,2.838629,2.9279795,2.737552
1565,3.414137333,3.296195333,3.521547667,3.540803,3.590472,3.469275333,3.503795667,4.214484333,3.831415667,3.526178667
157,4.0590145,5.6100775,3.903455,4.2889215,4.9274185,3.778269,4.4372715,4.274386,3.945401,6.366587
1571,3.1443645,2.9375715,2.98123125,3.08165975,3.07326275,3.04567175,3.423708,3.1348785,3.43552,3.400763
1572,2.975414,2.725769,3.011549,2.682998,2.999163,2.873772,2.973719,2.976686,2.699135,2.61501
1573,4.411335,3.263568,4.158549,3.320629,4.297055,3.273895,5.518295,4.227245,4.124144,5.291615
157562,3.260879,3.567631,3.830209,3.893063,3.679651,3.716813,3.793012,3.986492,4.430992,3.399787
157567,5.735281,6.802917,6.75171,7.537118,6.443847,5.309651,5.696694,4.798885,7.493676,5.540895
157574,7.524212,6.17295,7.708833,6.864049,6.873292,6.310065,7.601393,7.710823,5.95034,6.1166
1576,3.44786,3.32627525,3.40664525,3.6786155,3.688497,3.3684145,3.5070315,3.4816425,3.672041,3.2782905
157627,3.010332,2.93617,3.204807,3.219129,3.196556,3.133489,3.023562,3.044145,3.220364,3.109569
157680,5.1063365,5.026013,5.202933,5.033613,5.158253,5.0947545,4.9861825,5.1716825,5.893107,3.7969065
157697,4.82358,3.560544,3.590464,3.037172,3.774554,3.675654,4.280982,4.246688,3.664151,3.358639
1577,3.245708,3.236519,3.330336667,6.072449333,3.046505333,3.301162,3.229814667,3.104126667,5.696184,3.161404333
157869,2.761893,2.908089,3.013137,2.576587,2.711367,2.61063,2.678351,2.676859,3.358571,2.447027
1579,3.19938,2.933672,3.1964575,4.3031055,3.153761,2.969428,3.3263335,3.382608,3.1313775,3.0439555
157922,4.9561254,4.5506168,4.799914,4.626233,4.5165982,5.2072002,5.1110018,5.0174666,4.3134056,4.4716858
158,7.635709,8.524305,7.706872,7.948509,7.876993,8.26413,7.5939165,9.1911255,7.90571,9.11228
1580,10.312136,9.265944,9.421987,7.5121,8.792261,6.750417,9.068233,7.505943,9.593754,7.833378
1581,2.555262,2.848533,2.607463,2.600208,2.585566,2.680481,2.651432,2.572187,2.637863,2.714605
1583,2.766261,3.032845,2.873141,2.901744,3.288993,2.699997,3.026277,3.811609,2.748226,2.860918
1584,3.069354,2.837181,2.836544,2.871903,2.919825,2.835471,2.902983,3.43232,3.083806,2.785986
158427,7.092797,6.554219,6.272108,6.246919,5.667663,6.838044,6.717984,6.038556,5.721692,5.937883
158471,3.4667175,6.449401,4.823984,4.2041625,3.9496045,5.344159,4.144804,6.0097995,4.1790655,4.082175
1585,3.227126,3.061173,3.268461,3.17147,3.184636,3.205933,2.967499,3.309948,3.185798,2.882629
158586,3.076865,3.133435,3.099483,2.928905,3.020854667,3.074504667,2.978363667,3.121936333,3.039219,3.071819
1586,3.540486,3.647988,3.435589,3.174206,3.492447,3.745714,3.688492,4.096838,3.90795,3.473549
1587,2.80167,2.811458,2.918549,2.863977,2.684718,2.7379,2.841726,2.979079,2.848456,2.758106
158747,5.418936,5.287264,4.984337,4.710794,4.3640035,5.56478,4.972086,4.8028555,5.2021715,5.02866
1588,3.449679,3.168045,3.414446,3.145486,3.228722,3.498143,3.507664,3.2581,3.333948,3.225208
1589,3.537797,3.331616,3.798092,3.323589,3.249309,3.171132,3.304872,3.226301,3.833148,3.100971
159,7.812791,6.789081,7.389037,6.994109,8.050004,6.829367,7.278469,6.859314,7.038723,7.639552
1591,2.926979,2.862258,2.825169,2.787207,2.736446,3.313,2.610641,3.012881,4.777661,3.166144
159162,2.833063,2.776167,2.865002,2.753832,3.081633,2.660811,2.820291,2.773419,2.79082,2.839598
159163,2.640509,2.896479,2.763711,2.943485,2.98443,2.723661,3.050931,3.016531,2.993356,2.934674
1592,3.45178,3.077021,3.330568,3.288581,3.326695,3.130381,3.273236,3.34683,3.10743,3.128283
1593,6.206756,5.389209,5.341133,4.756332,4.816319,4.939123,4.574794,4.448116,4.816973,4.485909
1594,3.345609,3.232905,3.278207,3.176932,3.683585,3.200808,3.257007,2.939574,3.233014,3.489013
1595,6.8427685,6.257184,6.2802955,6.066287,5.709622,6.2029515,6.5172015,6.270667,6.201109,6.581314
159963,3.335282,3.475054,3.478229,3.311861,3.136564,3.369525,3.229572,3.252185,3.332605,3.139271
16,7.355357,7.594778,7.47712,7.994735,7.161985,6.963179,6.844649,6.685632,6.500067,7.395866
1600,2.733256,2.802849,2.601008,2.73143,2.813097,2.638344,2.806077,2.844514,2.995656,2.721128
1601,5.5546705,7.61486,5.78970075,6.7127245,6.219504,7.144968,5.7450165,6.21775525,6.336153,6.23462475
1602,7.236469,4.9992415,3.1857785,6.6127785,4.3041555,6.540237,4.5861605,3.2395815,5.6199965,4.1754545
1603,9.158004,11.208641,8.971436,9.170997,8.576983,8.806276,8.67045,8.408787,8.359041,10.50894
160313,3.307409,3.1283565,3.485169,3.3615565,3.4264165,3.173275,3.414952,3.0723135,3.387106,3.383007
1604,7.2264135,8.166226,8.374585,9.1060265,7.760609,7.957127,8.200316,8.1043945,6.9472375,7.670437
1605,6.250465,6.2849225,6.0934215,6.4117315,6.4214755,6.094959,6.459532,5.8834555,6.198708,6.481023
160518,3.676801,4.61972,2.996569,2.853776,3.772228,3.047178,3.335739,3.445424,2.964735,3.404103
1606,4.372108,3.931202,4.862856,4.378617,4.8735175,4.287515,5.074867,4.532671,4.4657255,3.754897
1607,2.802127,2.675003,2.704228,2.731333,2.97808,2.682209,2.771888,2.737103,2.684212,2.548191
1608,4.165904,4.916458,4.23576,3.939244,4.848462,3.71772,4.739166,3.621972,3.73687,4.218754
160824,2.99188,2.749109,2.774941,2.942001,3.16681,2.825401,3.170119,2.940135,2.834946,2.698222
160851,3.712049,3.695817,3.920608,3.959331,3.965772,3.699725,3.999689,3.8467,3.91283,4.029374
1609,2.948825,3.092037,3.294721,3.313763,3.304817,2.873088,3.128525,3.604,3.649484,2.926127
161,4.4037015,5.34546625,5.8437275,5.130854,4.74838025,5.23330125,5.206315,5.1785785,5.14532875,5.333347
1610,2.841998,2.937585,3.148181,3.050361,3.244537,3.037169,3.262609,2.967725,3.377803,3.208336
